workerid,proliferate.condition,center_embedding,confidence,continuation,header,individual_judgment,item,passive,policy_wording,population_judgment,slide_number_in_experiment,time,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
389,condition1,yes,0.92,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" In a ""House Removal"" event,",no,House Removal,yes,An incident that occurs with policyholder belongings that are moved by professional contractors results in damage to those belongings.,100,8,17333,uncovered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.75,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" In a ""Storm Damage"" event,",no,Storm Damage,yes,An incident occurs with lightning that is created by a storm.This incident results in damage to the policyholder's property.,90,9,24087,uncovered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.25,"One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" In a ""Personal Accident"" event,",no,Personal Accident,yes,An incident occurs with a policyholder who is injured by a vehicular collision.This incident results in substantial damage to the policyholder's person.,50,10,25817,controversial,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,yes,0.01,"Justin, a professional plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" In a ""Trace and Access"" event,",no,Trace And Access,no,An incident that occurs with a skilled professional who accesses cables or pipes under reasonable circumstances results in damage to the policyholder's property.,45,11,29355,covered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.99,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" In an ""Emergency Damages"" event,",no,Emergency Damages,no,An incident occurs with first responders who make a forced home entry.This incident results in damage to the policyholder's property.,100,12,20601,covered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,yes,0.59,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" In a ""Malicious Acts or Vandalism"" event,",yes,Malicious Acts Or Vandalism,no,An incident that occurs with an adverse third party that wields a colorant or stain results in damage to the policyholder's property.,60,13,35809,controversial,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.49,"One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" In a ""Ground Heave"" event,",yes,Ground Heave,no,An incident occurs with an external force that induces ground movement or landslip.This incident results in damage to the policyholder's property.,75,14,17989,controversial,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.87,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" In a ""Vehicle Glass Damage"" event,",no,Vehicle Glass,no,An incident occurs with an external force that breaks vehicle glass.This incident results in damage to the body work of the policyholder's vehicle.,90,15,26582,uncovered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
389,condition1,no,0.81,"One day, Ken parks his car next to his home, and while he is out on a jog his neighbor's home catches fire. The fire spreads to Ken's car, which is subsequently destroyed in the blaze. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" In a ""Vehicle Fire"" event,",yes,Vehicle Fire,yes,An incident occurs with a fire or explosion that is instigated by an external force.This incident results in damage to the policyholder's property.,80,16,20618,covered,0,31,Yes,,4,0,Female,English,0,No,White,Chrome,Windows,1080,1920,7.1824,
393,condition1,no,0.38,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" In a ""Hail Damage"" event, ",yes,Hail Damage,no,An incident occurs with hail of such intensity that it results in damage specifically to hard surfaces or breaks glass.,40,3,103791,filler_uncovered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,0.87,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" In a ""Vehicle Theft"" event, ",yes,Vehicle Theft,no,An incident occurs with loss due to theft to policyholder's car or car accessories.,98,4,47313,filler_covered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.96,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" In a ""Vehicle Glass Damage"" event,",yes,Vehicle Glass,no,An incident that occurs with an external force that breaks vehicle glass results in damage to the body work of the policyholder's vehicle.,100,5,45507,covered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,0.72,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" In an ""Emergency Damages"" event,",yes,Emergency Damages,no,An incident occurs with first responders who make a forced home entry.This incident results in damage to the policyholder's property.,65,6,76180,controversial,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.9,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" In an ""Escape of Water'' event,",yes,Escape Of Water,yes,An incident that occurs with water that is released by an internal source in an abrupt and unexpected manner results in damage to the policyholder's property.,99,7,29245,covered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.86,"One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" In a ""Vehicle Fire"" event,",no,Vehicle Fire,yes,An incident that occurs with a fire or explosion that is instigated by an external force results in damage to the policyholder's vehicle.,70,8,40465,uncovered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.92,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" In an ""Escape of Oil"" event,",yes,Escape Of Oil,no,An incident that occurs with a fixed heating installation that leaks oil results in damage to the policyholder's property.,98,9,35040,controversial,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,1,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" In a ""House Removal"" event,",no,House Removal,yes,An incident occurs with policyholder belongings that are moved by professional contractors.This incident results in damage to those belongings.,100,10,40035,uncovered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,1,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" In a ""Storm Damage"" event,",yes,Storm Damage,yes,An incident occurs with lightning that is created by a storm.This incident results in damage to the policyholder's property.,100,11,36013,covered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,0.95,"Justin, a professional plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" In a ""Trace and Access"" event,",yes,Trace And Access,no,An incident occurs with a skilled professional who accesses cables or pipes under reasonable circumstances.This incident results in damage to the policyholder's property.,98,12,59916,uncovered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.98,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" In a ""Malicious Acts or Vandalism"" event,",no,Malicious Acts Or Vandalism,no,An incident that occurs with an adverse third party that wields a colorant or stain results in damage to the policyholder's property.,90,13,40034,uncovered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,0.94,"One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" In a ""Personal Accident"" event,",yes,Personal Accident,no,An incident occurs with a vehicular collision that injures a policyholder.This incident results in substantial damage to the policyholder's person.,99,14,40942,covered,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,no,0.99,"Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" In a ""General Damages'' event,",no,General Damages,yes,An incident occurs with a policyholder who is injured by a workplace hazard.This incident results in missed employment for the policyholder.,100,15,61313,controversial,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
393,condition1,yes,0.94,"One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" In a ""Ground Heave"" event,",yes,Ground Heave,yes,An incident that occurs with ground movement or landslip that is induced by an external force results in damage to the policyholder's property.,95,16,44563,controversial,1,40,Yes,"None, thank you",4,2,Male,English,0,No,White,Chrome,Windows,1080,3840,12.667733333333333,
391,condition1,no,0.99,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" In a ""Hail Damage"" event, ",no,Hail Damage,no,An incident occurs with hail of such intensity that it results in damage specifically to hard surfaces or breaks glass.,100,3,82323,filler_uncovered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,no,0.98,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" In a ""Vehicle Theft"" event, ",yes,Vehicle Theft,no,An incident occurs with loss due to theft to policyholder's car or car accessories.,100,4,162409,filler_covered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,yes,0.97,"Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" In an ""Escape of Oil"" event,",no,Escape Of Oil,no,An incident that occurs with a fixed heating installation that leaks oil results in damage to the policyholder's property.,100,5,50868,uncovered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,no,0.98,"Denise is moving to a new home on the other side of town. She asks her uncle, a retired professional mover, to help move her belongings out of her current home. During the move, her uncle's truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" In a ""House Removal"" event,",yes,House Removal,yes,An incident occurs with policyholder belongings that are moved by professional contractors.This incident results in damage to those belongings.,100,6,61703,controversial,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,no,0.98,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" In an ""Emergency Damages"" event,",yes,Emergency Damages,no,An incident occurs with first responders who make a forced home entry.This incident results in damage to the policyholder's property.,100,7,135358,covered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,no,0.98,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" In a ""Vehicle Glass Damage"" event,",no,Vehicle Glass,no,An incident occurs with an external force that breaks vehicle glass.This incident results in damage to the body work of the policyholder's vehicle.,100,8,80193,controversial,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,no,0.98,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" In a ""Malicious Acts or Vandalism"" event,",yes,Malicious Acts Or Vandalism,yes,An incident occurs with a colorant or stain that is wielded by an adverse third party.This incident results in damage to the policyholder's property.,100,9,44319,covered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,no,0.98,"One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" In a ""Personal Accident"" event,",yes,Personal Accident,yes,An incident occurs with a policyholder who is injured by a vehicular collision.This incident results in substantial damage to the policyholder's person.,100,10,56060,uncovered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,yes,0.99,"One evening, several of Blake's friends crowd into his house for a dance party. The many rambunctious dancers cause Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" In a ""Ground Heave"" event,",no,Ground Heave,yes,An incident that occurs with ground movement or landslip that is induced by an external force results in damage to the policyholder's property.,100,11,28327,uncovered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,yes,0.99,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" In a ""Storm Damage"" event,",yes,Storm Damage,yes,An incident that occurs with lightning that is created by a storm results in damage to the policyholder's property.,100,12,29109,covered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,no,0.99,"Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" In a ""General Damages'' event,",no,General Damages,no,An incident occurs with a workplace hazard that injures a policyholder.This incident results in missed employment for the policyholder.,100,13,52885,uncovered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,yes,0.99,"One day, Ken parks his car next to his home, and while he is out on a jog his neighbor's home catches fire. The fire spreads to Ken's car, which is subsequently destroyed in the blaze. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" In a ""Vehicle Fire"" event,",yes,Vehicle Fire,no,An incident that occurs with an external force that instigates a fire or explosion results in damage to the policyholder's vehicle.,100,14,48478,covered,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,yes,0.97,Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" In an ""Escape of Water'' event,",yes,Escape Of Water,yes,An incident that occurs with water that is released by an internal source in an abrupt and unexpected manner results in damage to the policyholder's property.,100,15,23262,controversial,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
391,condition1,yes,0.99,"Justin, a professional plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" In a ""Trace and Access"" event,",yes,Trace And Access,no,An incident that occurs with a skilled professional who accesses cables or pipes under reasonable circumstances results in damage to the policyholder's property.,100,16,69494,controversial,2,43,Yes,,2,2,Female,English,0,No,White,Chrome,Linux,735,339,16.5787,
